vt_group_no,transaction_id,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,sale_price,Distributor_price,commission
173677648811255,173677648811255001R,8984,14456,362998,830,541,85,21.25,25
173610013418336,173610013418336002R,2648,60608,415009,156,114,125,25,20
173658666163899,173658666163899001R,6458,13829,454965,830,541,140,35,25
173632623990512,173632623990512002R,8480,13928,428463,830,541,165,41.25,25
173599043223306,173599043223306002R,457,13955,428541,12,15,169,50.7,30
173628100035257,173628100035257002R,53911,13829,421823,830,541,115,15.06,13.1
173629150394121,173629150394121001R,722,13955,339952,10,17,159,47.7,30
173652472624666,173652472624666002R,5957,59436,284478,665,674,55,13.75,25
173667388814157,173667388814157015R,457,13829,454863,12,15,95,71.25,75
173321904898082,173321904898082002R,7424,16040,389628,830,541,30,6,20
173591737925923,173591737925923003R,38814,14336,422865,830,541,13.92,0.28,2.01
173649270848330,173649270848330005R,7307,14165,358174,830,541,10,2,20
173662497524209,173662497524209004R,722,15599,428520,10,17,114,34.2,30
173459438839482,173459438839482003R,7130,14159,362453,830,541,34.8,6.96,20
173572602819844,173572602819844003R,2899,13829,421820,262,211,45,11.25,25
173575930850800,173575930850800004R,405,14162,421043,30,19,13,1.3,10
173580715692722,173580715692722005R,405,14162,421043,30,19,13,1.3,10
173590472466212,173590472466212002R,8423,13682,428253,830,541,47,13.16,28
173695459147044,173695459147044003R,14235,61426,415014,830,541,125,25,20
173582407992707,173582407992707003R,6875,13817,384498,830,541,48,12,25
173642595254803,173642595254803002R,6458,61395,441999,830,541,99,22.77,23
173694560167722,173694560167722001R,8423,14453,433496,830,541,82.5,18.98,23.01
173374059055720,173374059055720058R,50604,81787,411066,830,541,100,25,25
173531218718661,173531218718661004R,8423,13832,339498,830,541,25,5.75,23
173682303682164,173682303682164004R,722,13799,428289,10,17,129,38.7,30
173684467330092,173684467330092001R,722,15569,428494,10,17,94,28.2,30
173579832444511,173579832444511001R,722,15590,428508,10,17,114,34.2,30
173591790804454,173591790804454002R,5957,13829,421818,665,674,115,23,20
173598779420276,173598779420276001R,7919,13820,384501,830,541,58,14.5,25
173610553166137,173610553166137002R,405,14456,362998,30,19,85,17.85,21
173641457427032,173641457427032001R,51854,14159,362455,830,541,17.4,3.48,20
173296198073765,173296198073765108R,722,15569,428494,10,17,94,28.2,30
173642999433687,173642999433687016R,457,13829,454863,12,15,95,71.25,75
173563956358195,1735639563581959003R,722,26683,339522,10,17,4,1,25
173593002374733,173593002374733024R,722,13799,428289,10,17,129,38.7,30
173651287360018,173651287360018016R,818,13829,421820,28,61,45,11.25,25
173653087767322,173653087767322001R,722,13829,454981,10,17,130,97.5,75
173457479319997,1734574793199979003R,846,13952,339759,16,69,15.5,3.88,25.03
173454213995537,173454213995537002R,7172,85252,423759,830,541,34,3.4,10
173537260035341,173537260035341002R,846,14453,433496,16,69,82.5,16.5,20
173609118407856,173609118407856003R,722,13955,339953,10,17,149,44.7,30
173626148569980,173626148569980002R,8423,13928,339737,830,541,150,42,28
173685095176953,173685095176953001R,6686,26460,406903,830,541,84,21,25
173609487585240,173609487585240001R,38814,14336,422862,830,541,17.4,0.35,2.01
173619276552410,173619276552410042R,722,15569,428494,10,17,94,28.2,30
173669860793906,173669860793906002R,846,13928,339734,16,69,155,38.75,25
173696904884961,173696904884961003R,457,13829,422871,12,15,55,13.75,25
173457479319997,1734574793199979002R,846,13952,339759,16,69,15.5,3.88,25.03
173574304852751,173574304852751001R,722,74762,428580,10,17,114,34.2,30
173668006361270,173668006361270002R,5957,59436,284478,665,674,55,13.75,25
173684908158091,173684908158091002R,7100,17618,303487,830,541,57,5.7,10
173689304369236,173689304369236001R,722,13994,429115,10,17,250,50,20
173695002018363,173695002018363002R,7964,14417,438105,830,541,31,3.1,10
171568170041785,171568170041785002R,8423,13916,339529,830,541,64,17.92,28
173291456639534,173291456639534004R,722,13928,339737,10,17,150,45,30
173575108135531,173575108135531001R,722,14453,433496,10,17,82.5,18.15,22
173647197861648,173647197861648001R,722,13829,454971,10,17,115,86.25,75
173609118407856,173609118407856001R,722,13955,339952,10,17,159,47.7,30
172738985699302,1727389856993029002R,722,13928,339737,10,17,26,7.8,30
172978629590434,172978629590434036R,722,70902,428571,10,17,130,39,30
172596200944185,172596200944185001R,818,77619,388214,28,61,46,8.28,18
173391483572807,173391483572807002R,457,86245,433465,12,15,45,13.5,30
173420641267077,173420641267077013R,5957,13829,421818,665,674,115,23,20
173630480926328,173630480926328030R,722,13928,339737,10,17,150,45,30
173675801840562,173675801840562007R,49055,13997,341177,5021,4341,285,57,20
173659009822171,173659009822171001R,457,13829,454985,12,15,120,90,75
173686348277069,173686348277069003R,27476,13829,454971,1430,1380,115,86.25,75
173686462058875,173686462058875001R,45492,46149,419567,830,541,85,21.25,25
173688853811838,173688853811838001R,457,13892,428468,12,15,109,32.7,30
173659454185435,173659454185435002R,7589,14153,450862,830,541,29.7,1.49,5.02
173603132363680,173603132363680001R,457,13949,243119,12,15,79,23.7,30
173555007741504,173555007741504001R,722,14453,433496,10,17,82.5,18.15,22
173633607725444,173633607725444006R,457,26683,339521,12,15,45,11.25,25
173610110172318,173610110172318002R,6179,13796,314401,830,541,110,30.8,28
173613478493183,173613478493183001R,2648,14033,339541,156,114,155,38.75,25
173635296466430,173635296466430010R,722,57039,428558,10,17,189,56.7,30
173690026010972,173690026010972004R,722,70893,351001,10,17,95,28.5,30
173583481303546,173583481303546002R,51924,14153,450862,830,541,29.7,1.49,5.02
173619206524711,173619206524711001R,457,13961,339964,12,15,159,47.7,30
173642999433687,173642999433687004R,457,13829,454863,12,15,95,71.25,75
173664502844422,173664502844422009R,722,13904,339891,10,17,95,28.5,30
173696582881691,173696582881691001R,457,13799,428289,12,15,129,38.7,30
173597610161626,173597610161626001R,8984,14456,362998,830,541,85,21.25,25
173627336096089,173627336096089001R,818,14495,285390,28,61,25,5.25,21
173644999965051,173644999965051001R,457,13949,243119,12,15,79,23.7,30
173654703560808,173654703560808001R,457,13955,339952,12,15,159,47.7,30
173134948686378,173134948686378019R,5957,13829,421818,665,674,115,23,20
173626148569980,173626148569980004R,8423,13928,339737,830,541,150,42,28
173604705640819,173604705640819022R,457,14003,343643,12,15,429,85.8,20
173618874884041,173618874884041002R,5957,13829,421819,665,674,105,21,20
173651742493848,173651742493848001R,53205,13928,428466,830,541,160,40,25
173662382971730,173662382971730003R,846,15590,428505,16,69,119,29.75,25
173678905199926,173678905199926001R,6458,13829,454965,830,541,140,35,25
173619194706579,173619194706579003R,722,22578,339555,10,17,94,28.2,30
173538392505627,173538392505627002R,457,86245,433465,12,15,45,13.5,30
173692730705613,173692730705613002R,8420,15659,428300,830,541,165,41.25,25
173118500342966,173118500342966002R,5957,13829,421818,665,674,115,23,20
173599389539042,173599389539042004R,5957,13829,421819,665,674,105,21,20
173583736596919,173583736596919001R,47586,50601,303546,830,541,51,5.1,10
173587192076686,173587192076686001R,722,13961,428552,10,17,169,50.7,30
173599388291398,173599388291398001R,457,81707,430139,12,15,135,135,100
173625659317592,173625659317592002R,49689,16040,389628,830,541,30,6,20
173671161041507,173671161041507003R,722,70902,428571,10,17,130,39,30
173695002018363,173695002018363007R,7964,14417,438106,830,541,21.7,2.17,10
173457479319997,1734574793199979004R,846,13952,339759,16,69,15.5,3.88,25.03
173625263441674,173625263441674055R,33310,22584,428527,830,541,110,27.5,25
173664704829931,173664704829931003R,722,22636,340113,10,17,96,28.8,30
173671002587851,173671002587851002R,722,13928,339737,10,17,150,45,30
173673307542404,173673307542404005R,722,57039,428560,10,17,194,58.2,30
173687037037878,173687037037878004R,722,61384,339242,10,17,129,38.7,30
173590418318851,173590418318851001R,8423,14162,421044,830,541,27,3.24,12
173601486532556,173601486532556008R,6953,50545,303561,830,541,38,3.8,10
173653149517774,173653149517774001R,722,13829,454965,10,17,140,105,75
173584319552008,173584319552008004R,457,13829,421825,12,15,55,13.75,25
173552098290725,173552098290725002R,722,26683,339521,10,17,45,11.25,25
173650348518767,173650348518767003R,8423,61384,428275,830,541,124,34.72,28
173616942314506,173616942314506003R,2899,14162,421043,262,211,13,1.56,12
173693587650645,173693587650645001R,818,14165,457665,28,61,23.5,5.88,25.02
173558136729769,173558136729769002R,457,40338,339239,12,15,116,34.8,30
173630876611060,173630876611060004R,457,13997,341177,12,15,285,57,20
173643273563964,173643273563964004R,2899,15569,427017,262,211,94,28.2,30
173676840778043,173676840778043003R,7862,14486,451576,830,541,92,13.8,15
173358236899361,173358236899361001R,8975,14027,339547,830,541,155,38.75,25
173579247251804,173579247251804001R,722,15038,428841,10,17,425,110.5,26
173591241107147,173591241107147002R,51924,14453,433496,830,541,82.5,16.5,20
173626062729781,173626062729781001R,50863,17618,303487,830,541,57,5.7,10
173628049610983,173628049610983001R,722,14453,433496,10,17,82.5,18.15,22
173581572010043,173581572010043001R,7772,13817,384500,830,541,153,38.25,25
173602812880391,173602812880391001R,818,14165,358177,28,61,22.5,5.63,25.02
172752798054141,172752798054141002R,6458,67436,415018,830,541,229,52.67,23
173594079023531,173594079023531003R,7031,50545,303561,830,541,38,3.8,10
173580414600997,173580414600997003R,818,14165,358177,28,61,22.5,5.63,25.02
173607824182345,173607824182345001R,722,26683,339524,10,17,42,10.5,25
173663174917669,173663174917669004R,722,13928,339735,10,17,145,43.5,30
173677411955077,173677411955077002R,9125,13928,428463,830,541,165,41.25,25
173677429061475,173677429061475003R,722,57039,428558,10,17,189,56.7,30
173677704213995,173677704213995002R,51854,14159,362456,830,541,27.7,5.54,20
173696080947270,173696080947270002R,8423,15566,428486,830,541,129,36.12,28
173081245061418,173081245061418007R,405,13832,339497,30,19,30,6,20
173581927558880,173581927558880013R,8423,14153,450862,830,541,29.7,1.49,5.02
173600220495806,173600220495806002R,6458,67436,415018,830,541,229,52.67,23
173621995015663,173621995015663001R,405,13928,339734,30,19,155,38.75,25
173646241894091,173646241894091004R,722,15590,428506,10,17,109,32.7,30
173696585108965,173696585108965002R,722,15590,428508,10,17,114,34.2,30
173609150223196,173609150223196003R,5957,13829,421824,665,674,120,24,20
173692738046968,173692738046968002R,6458,13829,454863,830,541,95,23.75,25
173623545939680,173623545939680001R,2425,13685,428255,92,31,59,14.75,25
173645710076521,173645710076521002R,722,14015,375135,10,17,225,58.5,26
173306560473437,173306560473437001R,2899,86245,433465,262,211,45,13.5,30
173685676866810,173685676866810001R,7439,13820,384501,830,541,58,14.5,25
173686202939331,173686202939331004R,8480,13952,428906,830,541,109,27.25,25
171122878719237,171122878719237001R,722,22886,339228,10,17,122,36.6,30
173595348077933,173595348077933002R,818,14165,358174,28,61,10,2.5,25
172639257080393,172639257080393028R,6104,13916,339528,830,541,69,17.25,25
173524408513688,173524408513688001R,457,86245,433469,12,15,42,12.6,30
173036309336371,173036309336371002R,457,13955,339952,12,15,159,47.7,30
173583191461748,173583191461748007R,8423,14177,437725,830,541,16,1.92,12
173625249954660,173625249954660005R,7418,16040,389628,830,541,30,6,20
173639264943486,173639264943486002R,44587,13829,454965,830,541,140,35,25
173642521322583,173642521322583002R,6458,61395,441999,830,541,99,22.77,23
173625664459139,173625664459139002R,722,13928,339737,10,17,150,45,30
173039189382212,173039189382212013R,5957,13829,421818,665,674,115,23,20
172738985699302,1727389856993029003R,722,13928,339734,10,17,26,7.8,30
173636220886606,173636220886606002R,818,15569,427017,28,61,94,28.2,30
173601514842151,173601514842151025R,722,70893,351001,10,17,95,28.5,30
173644852115379,173644852115379003R,457,13829,454863,12,15,95,71.25,75
173696004148791,173696004148791002R,5957,13805,428900,665,674,30,9,30
173615324586371,173615324586371029R,722,81206,429838,10,17,129,129,100
173697699450497,173697699450497002R,44587,13916,428448,830,541,75,18.75,25
173639607908715,173639607908715004R,722,57039,339973,10,17,194,58.2,30
173550353907511,173550353907511003R,722,13826,272823,10,17,16,4,25
173585770012849,173585770012849003R,722,14162,421043,10,17,13,1.56,12
173603002564064,173603002564064001R,846,23158,428479,16,69,66,16.5,25
173662717214459,173662717214459001R,457,81707,430142,12,15,130,130,100
173694373523755,173694373523755005R,2648,13829,421824,156,114,105,15,14.29
173047257039995,173047257039995002R,457,13904,339891,12,15,95,28.5,30
173591484749512,173591484749512004R,7934,14342,345466,830,541,27,4.05,15
173614929043725,173614929043725003R,722,22578,339551,10,17,89,26.7,30
173312635253356,173312635253356002R,722,15113,404129,10,17,449,89.8,20
173698089146271,173698089146271002R,818,14165,457662,28,61,26,6.5,25
173677529763396,173677529763396001R,51924,14426,303504,830,541,21,2.1,10
173177184482265,173177184482265001R,457,67434,349435,12,15,189,47.25,25
173538392505627,173538392505627001R,457,86245,433465,12,15,45,13.5,30
173633826149426,173633826149426002R,7028,14258,437784,830,541,31,3.1,10
173675729765470,173675729765470002R,6257,13685,428255,830,541,59,14.75,25
173626184101661,173626184101661001R,44063,22886,428442,830,541,129,25.8,20
173582887936096,173582887936096002R,6809,14231,366787,830,541,14,1.8,12.86
173634599495568,173634599495568004R,47550,17603,303478,830,541,21,2.1,10
172639257080393,172639257080393012R,6104,14474,390154,830,541,22.1,2.21,10
173618227315115,173618227315115002R,8423,13928,428463,830,541,165,46.2,28
173686358220487,173686358220487004R,27476,13829,454971,1430,1380,115,86.25,75
173672528904968,173672528904968001R,722,13829,454965,10,17,140,105,75
173594155150473,173594155150473002R,5960,85252,423760,517,541,24,24,100
173600958811673,173600958811673001R,818,15605,339951,28,61,470,141,30
173694560167722,173694560167722003R,8423,14453,433496,830,541,82.5,18.98,23.01
173697699450497,173697699450497003R,44587,13916,428452,830,541,72,18,25
173609368398620,173609368398620001R,846,15605,428532,16,69,135,33.75,25
173631063071043,173631063071043002R,44587,15659,428300,830,541,165,41.25,25
173578959575173,173578959575173001R,722,13982,428772,10,17,229,45.8,20
173659365525518,173659365525518001R,6665,14126,303552,830,541,32,3.2,10
173659982959156,173659982959156002R,405,13832,339497,30,19,30,6,20
173671038345968,173671038345968001R,457,13961,428552,12,15,169,50.7,30
173676840778043,173676840778043001R,7862,14486,451576,830,541,92,13.8,15
173036593492691,173036593492691009R,457,13904,339894,12,15,90,27,30
173593614306383,173593614306383003R,722,15605,428535,10,17,130,39,30
173634001202644,173634001202644003R,6458,13829,454863,830,541,95,23.75,25
173296198073765,173296198073765048R,722,15569,428494,10,17,94,28.2,30
173667435254965,173667435254965001R,457,13829,454863,12,15,95,71.25,75
173199477481964,173199477481964004R,722,13955,339955,10,17,154,46.2,30
173572352337615,173572352337615003R,7832,14258,437785,830,541,15.5,1.55,10
173671999029097,173671999029097001R,722,13928,339737,10,17,150,45,30
173393189411397,173393189411397034R,457,13829,421820,12,15,45,11.25,25
173556706469181,173556706469181002R,6686,74797,451274,830,541,55,5.5,10
173598041449459,173598041449459003R,8984,14456,362998,830,541,85,21.25,25
173677429061475,173677429061475004R,722,57039,428558,10,17,189,56.7,30
172028154540171,1720281545401719002R,457,13952,339759,12,15,15.5,4.65,30
173572352337615,173572352337615005R,7832,14258,437785,830,541,15.5,1.55,10
173594155150473,173594155150473001R,5960,85252,423759,517,541,34,34,100
173613626493807,173613626493807002R,457,13982,428773,12,15,219,43.8,20
173616776340544,173616776340544006R,7220,14159,362456,830,541,27.7,4.16,15.02
173628966476125,173628966476125003R,722,15569,427015,10,17,89,26.7,30
173650110145789,173650110145789027R,6458,13829,454978,830,541,110,27.5,25
173684728163294,173684728163294002R,818,14165,358177,28,61,22.5,5.63,25.02
173589180697687,173589180697687005R,5717,14426,303505,830,541,17,1.7,10
173592936425273,173592936425273004R,457,67435,442037,12,15,229,57.25,25
